"Dato","Arr/Dep","Rutenr.","STA/STD","A/C","Org./Des."
"9/19/2019","A","KL 1131 ","15:40","73W","AMS "
"9/19/2019","D","D8 265  ","15:40","73H","HEL "
"9/19/2019","D","I2 3731 ","15:40","320","MAD "
"9/19/2019","D","SK 943  ","15:40","333","ORD "
"9/19/2019","A","A3 752  ","15:45","32A","ATH "
"9/19/2019","A","D8 3641 ","15:45","73H","NCE "
"9/19/2019","A","JTG392  ","15:45","73H","CHQ "
"9/19/2019","D","SK 983  ","15:45","343","NRT "
"9/19/2019","A","SK 538  ","15:50","32A","DUB "
"9/19/2019","A","SK 778  ","15:50","321","ATH "
"9/19/2019","D","FR 408  ","15:50","73H","CGN "
"9/19/2019","A","FR 7382 ","15:55","73H","STN "
"9/19/2019","D","D8 3790 ","15:55","73H","TLV "
"9/19/2019","D","DY 4162 ","15:55","73H","ARN "
"9/19/2019","A","EJU3321 ","16:00","319","VCE "
"9/19/2019","A","SK 682  ","16:00","321","FCO "
"9/19/2019","A","SK 431  ","16:05","CR9","GOT "
"9/19/2019","D","SK 2657 ","16:05","321","MUC "
"9/19/2019","D","WF 312  ","16:05","DH4","TRF "
"9/19/2019","A","SK 1592 ","16:10","CR9","BRU "
"9/19/2019","D","D8 3302 ","16:10","73H","SXF "
"9/19/2019","D","DX 046  ","16:10","AT4","RNN "
"9/19/2019","D","SK 2751 ","16:10","CR9","WAW "
"9/19/2019","A","D8 3089 ","16:15","73H","AAL "
"9/19/2019","A","SK 548  ","16:15","320","AMS "
"9/19/2019","A","SK 568  ","16:15","319","CDG "
"9/19/2019","D","SK 2872 ","16:15","321","BGO "
"9/19/2019","D","SK 408  ","16:15","321","ARN "
"9/19/2019","D","SK 460  ","16:15","32A","OSL "
"9/19/2019","A","AY 955  ","16:20","320","HEL "
"9/19/2019","A","SK 1471 ","16:20","320","OSL "
"9/19/2019","D","FR 7381 ","16:20","73H","STN "
"9/19/2019","A","D8 2906 ","16:25","73H","LGW "
"9/19/2019","A","D8 3551 ","16:25","73H","BUD "
"9/19/2019","A","SK 1743 ","16:25","CR9","VNO "
"9/19/2019","A","VY 1872 ","16:25","32B","BCN "
"9/19/2019","A","W6 4377 ","16:25","320","SOF "
"9/19/2019","D","KL 1132 ","16:25","73W","AMS "
"9/19/2019","A","SK 1258 ","16:30","AT7","AAR "
"9/19/2019","A","SK 1407 ","16:30","32A","ARN "
"9/19/2019","A","SK 2692 ","16:30","321","VCE "
"9/19/2019","D","BA 817  ","16:30","32A","LHR "
"9/19/2019","D","DX 086  ","16:30","AT4","KRP "
"9/19/2019","D","EJU3322 ","16:30","319","VCE "
"9/19/2019","D","SK 1217 ","16:30","CR9","AAL "
"9/19/2019","D","SK 1517 ","16:30","32A","LHR "
"9/19/2019","A","EZS1151 ","16:35","32A","BSL "
"9/19/2019","D","A3 753  ","16:35","32A","ATH "
"9/19/2019","D","D8 3540 ","16:35","73H","AMS "
"9/19/2019","D","SK 1655 ","16:35","CR9","STR "
"9/19/2019","A","D8 3209 ","16:40","73H","ARN "
"9/19/2019","A","SK 1210 ","16:40","CR9","AAL "
"9/19/2019","D","D8 3092 ","16:40","73H","AAL "
"9/19/2019","D","SK 1874 ","16:40","CR9","SVG "
"9/19/2019","A","AT 222  ","16:45","E90","CMN "
"9/19/2019","A","FR 6482 ","16:45","73H","BOD "
"9/19/2019","A","PS 161  ","16:50","E90","KBP "
"9/19/2019","A","SK 1286 ","16:50","AT7","BLL "
"9/19/2019","A","SK 2747 ","16:50","CR9","PLQ "
"9/19/2019","D","SK 627  ","16:50","320","DUS "
"9/19/2019","A","EZY8267 ","16:55","319","LGW "
"9/19/2019","A","SK 676  ","16:55","319","FRA "
"9/19/2019","D","VJT486  ","16:55","CL3","AMS "
"9/19/2019","D","W6 4378 ","16:55","320","SOF "
"9/19/2019","A","BA 818  ","17:00","319","LHR "
"9/19/2019","A","OS 303  ","17:00","320","VIE "
"9/19/2019","A","SK 1684 ","17:00","32A","MXP "
"9/19/2019","A","SK 1877 ","17:00","321","SVG "
"9/19/2019","A","SK 439  ","17:00","AT7","GOT "
"9/19/2019","D","AY 956  ","17:00","320","HEL "
"9/19/2019","D","D8 3239 ","17:00","73H","OSL "
"9/19/2019","D","DK 402  ","17:00","32B","GZP "
"9/19/2019","D","EZS1152 ","17:00","32A","BSL "
"9/19/2019","A","D8 3226 ","17:05","73H","OSL "
"9/19/2019","A","DX 083  ","17:05","AT7","KRP "
"9/19/2019","D","SK 1408 ","17:05","32A","ARN "
"9/19/2019","D","SK 1468 ","17:05","321","OSL "
"9/19/2019","D","SK 1667 ","17:05","AT7","HAJ "
"9/19/2019","D","SK 559  ","17:05","321","CDG "
"9/19/2019","D","SK 757  ","17:05","CR9","GDN "
"9/19/2019","A","SK 1787 ","17:10","CR9","TLL "
"9/19/2019","A","SK 650  ","17:10","CR9","HAM "
"9/19/2019","D","D8 3212 ","17:10","73H","ARN "
"9/19/2019","D","FR 6483 ","17:10","73H","BOD "
"9/19/2019","D","SK 687  ","17:10","32A","MXP "
"9/19/2019","D","VY 1873 ","17:10","32B","BCN "
"9/19/2019","A","6I 107  ","17:15","AT7","SGD "
"9/19/2019","D","DX 211  ","17:15","320","AOK "
"9/19/2019","D","SK 1259 ","17:15","CR9","AAR "
"9/19/2019","A","SK 1777 ","17:20","32A","BGO "
"9/19/2019","A","SK 2873 ","17:20","321","BGO "
"9/19/2019","A","SK 459  ","17:20","321","OSL "
"9/19/2019","D","SK 541  ","17:20","320","MAN "
"9/19/2019","A","AHO757  ","17:25","ER3","IOM "
"9/19/2019","A","DY 8982 ","17:25","789","ARN "
"9/19/2019","A","SK 1622 ","17:25","CR9","DUS "
"9/19/2019","A","SK 407  ","17:25","319","ARN "
"9/19/2019","A","SN 2259 ","17:25","320","BRU "
"9/19/2019","D","EZY8268 ","17:25","319","LGW "
"9/19/2019","D","JTG397  ","17:25","73H","AYT "
"9/19/2019","D","PS 162  ","17:25","E90","KBP "
"9/19/2019","D","SK 2685 ","17:25","CR9","BLQ "
"9/19/2019","A","SK 2962 ","17:30","319","FLR "
"9/19/2019","D","D8 2907 ","17:30","73H","LGW "
"9/19/2019","D","SK 1203 ","17:30","320","AAL "
"9/19/2019","D","SK 1716 ","17:30","319","HEL "
"9/19/2019","D","SK 617  ","17:30","CR9","GVA "
"9/19/2019","A","RC 456  ","17:35","32N","FAE "
"9/19/2019","A","TK 1785 ","17:35","32B","IST "
"9/19/2019","D","SK 1287 ","17:40","AT7","BLL "
"9/19/2019","D","SK 1444 ","17:40","AT7","GOT "
"9/19/2019","D","6I 108  ","17:45","AT7","SGD "
"9/19/2019","D","AT 223  ","17:45","E90","CMN "
"9/19/2019","D","D8 3094 ","17:45","73H","AAL "
"9/19/2019","D","OS 304  ","17:45","320","VIE "
"9/19/2019","D","BA 819  ","17:50","319","LHR "
"9/19/2019","D","DX 082  ","17:50","AT7","KRP "
"9/19/2019","D","SK 2535 ","17:50","319","BHX "
"9/19/2019","A","D8 3503 ","17:55","73H","EDI "
"9/19/2019","A","SK 1713 ","17:55","320","HEL "
"9/19/2019","D","SK 2880 ","17:55","CR9","TRD "
"9/19/2019","A","DX 049  ","18:00","AT4","RNN "
"9/19/2019","A","EZS1469 ","18:00","319","GVA "
"9/19/2019","D","SK 651  ","18:00","CR9","HAM "
"9/19/2019","D","SK 462  ","18:05","321","OSL "
"9/19/2019","D","SK 609  ","18:05","319","ZRH "
"9/19/2019","A","XQ 924  ","18:10","73H","ADB "
"9/19/2019","D","SK 410  ","18:10","321","ARN "
"9/19/2019","D","SK 553  ","18:10","32A","AMS "
"9/19/2019","A","D8 2908 ","18:15","73H","LGW "
"9/19/2019","A","LH 830  ","18:15","320","FRA "
"9/19/2019","D","D8 3732 ","18:15","73H","FCO "
"9/19/2019","D","SK 1521 ","18:15","CR9","ABZ "
"9/19/2019","D","SK 1635 ","18:15","321","FRA "
"9/19/2019","D","SN 2260 ","18:15","320","BRU "
"9/19/2019","A","D8 3583 ","18:20","73H","PRG "
"9/19/2019","A","D8 3617 ","18:20","73H","LIS "
"9/19/2019","A","KL 1133 ","18:20","73H","AMS "
"9/19/2019","A","SK 1218 ","18:20","CR9","AAL "
"9/19/2019","D","SK 597  ","18:20","319","BRU "
"9/19/2019","A","AY 959  ","18:25","321","HEL "
"9/19/2019","A","D8 230  ","18:25","733","ARN "
"9/19/2019","A","D8 5922 ","18:25","73H","LPA "
"9/19/2019","A","SK 1429 ","18:25","73H","ARN "
"9/19/2019","A","SK 1465 ","18:25","73H","OSL "
"9/19/2019","A","D8 3093 ","18:30","73H","AAL "
"9/19/2019","D","EZS1470 ","18:30","319","GVA "
"9/19/2019","D","SK 1507 ","18:30","320","LHR "
"9/19/2019","D","TK 1786 ","18:30","32B","IST "
"9/19/2019","A","DY 948  ","18:35","73H","OSL "
"9/19/2019","A","SK 998  ","18:35","343","PVG "
"9/19/2019","D","RC 459  ","18:35","320","FAE "
"9/19/2019","D","SK 901  ","18:35","333","EWR "
"9/19/2019","A","D8 3303 ","18:40","73H","SXF "
"9/19/2019","D","D8 3646 ","18:40","73H","NCE "
"9/19/2019","D","DX 050  ","18:40","AT4","RNN "
"9/19/2019","D","SK 997  ","18:40","343","PVG "
"9/19/2019","A","AI 157  ","18:45","788","DEL "
"9/19/2019","A","LH 2444 ","18:45","320","MUC "
"9/19/2019","A","SK 996  ","18:45","343","PEK "
"9/19/2019","A","BT 139  ","18:50","735","RIX "
"9/19/2019","A","FHY465  ","18:50","320","BJV "
"9/19/2019","A","LO 461  ","18:55","E95","WAW "
"9/19/2019","A","SK 1260 ","18:55","CR9","AAR "
"9/19/2019","D","D8 2909 ","18:55","73H","LGW "
"9/19/2019","D","SK 9239 ","18:55","CR9","AAL "
"9/19/2019","A","JTG374  ","19:00","73W","HRG "
"9/19/2019","A","SK 1550 ","19:00","32A","AMS "
"9/19/2019","A","SK 1594 ","19:00","32A","BRU "
"9/19/2019","D","D8 231  ","19:00","733","ARN "
"9/19/2019","D","D8 3098 ","19:00","73H","AAL "
"9/19/2019","D","LH 831  ","19:00","320","FRA "
"9/19/2019","D","PVT585  ","19:00","CL3","BSL "
"9/19/2019","D","SK 1430 ","19:00","73H","ARN "
"9/19/2019","A","DX 051  ","19:05","AT7","RNN "
"9/19/2019","A","LO 8145 ","19:05","CR9","TLL "
"9/19/2019","A","OK 508  ","19:05","73H","PRG "
"9/19/2019","D","D8 3638 ","19:05","73H","ORY "
"9/19/2019","D","SK 1219 ","19:05","CR9","AAL "
"9/19/2019","D","SK 1470 ","19:05","73H","OSL "
"9/19/2019","D","XQ 925  ","19:05","73H","ADB "
"9/19/2019","A","LX 1272 ","19:10","320","ZRH "
"9/19/2019","A","SK 461  ","19:10","32A","OSL "
"9/19/2019","D","D8 5923 ","19:10","73H","LPA "
"9/19/2019","D","DY 949  ","19:10","73H","OSL "
"9/19/2019","D","KL 1134 ","19:10","73H","AMS "
"9/19/2019","A","BA 820  ","19:20","32A","LHR "
"9/19/2019","A","OS 305  ","19:20","320","VIE "
"9/19/2019","A","SK 409  ","19:20","321","ARN "
"9/19/2019","A","D8 5072 ","19:25","73H","AGP "
"9/19/2019","A","EW 9194 ","19:25","319","DUS "
"9/19/2019","A","FR 605  ","19:25","73H","BUD "
"9/19/2019","A","SK 1204 ","19:25","320","AAL "
"9/19/2019","A","SK 2752 ","19:25","CR9","WAW "
"9/19/2019","D","D8 3552 ","19:25","73H","BUD "
"9/19/2019","A","SK 1879 ","19:30","CR9","SVG "
"9/19/2019","A","SK 2869 ","19:30","321","BGO "
"9/19/2019","A","SK 758  ","19:30","CR9","GDN "
"9/19/2019","D","BT 140  ","19:30","735","RIX "
"9/19/2019","D","D8 3374 ","19:30","73H","ATH "
"9/19/2019","D","LH 2445 ","19:30","320","MUC "
"9/19/2019","D","SK 1263 ","19:30","CR9","AAR "
"9/19/2019","A","D8 3095 ","19:35","73H","AAL "
"9/19/2019","A","AF 1050 ","19:40","318","CDG "
"9/19/2019","A","WF 313  ","19:40","DH4","TRF "
"9/19/2019","D","LO 8146 ","19:40","CR9","TLL "
"9/19/2019","A","6I 109  ","19:45","AT7","SGD "
"9/19/2019","A","EJU5687 ","19:45","32A","TXL "
"9/19/2019","A","FR 2990 ","19:45","73H","BGY "
"9/19/2019","A","LG 5435 ","19:45","DH4","LUX "
"9/19/2019","D","DX 052  ","19:45","AT7","RNN "
"9/19/2019","D","LO 462  ","19:45","E95","WAW "
"9/19/2019","A","D8 3240 ","19:50","73H","OSL "
"9/19/2019","A","D8 5574 ","19:50","73H","BCN "
"9/19/2019","A","SK 1288 ","19:50","AT7","BLL "
"9/19/2019","A","SK 449  ","19:50","AT7","GOT "
"9/19/2019","D","FHY466  ","19:50","320","BJV "
"9/19/2019","D","FR 604  ","19:50","73H","BUD "
"9/19/2019","D","OK 509  ","19:50","73H","PRG "
"9/19/2019","A","D8 3541 ","19:55","73H","AMS "
"9/19/2019","A","SK 2658 ","19:55","321","MUC "
"9/19/2019","A","SK 506  ","19:55","32A","LHR "
"9/19/2019","D","SK 414  ","19:55","320","ARN "
"9/19/2019","D","SK 659  ","19:55","32A","MUC "
"9/19/2019","A","D8 3213 ","20:00","73H","ARN "
"9/19/2019","A","SK 1477 ","20:00","321","OSL "
"9/19/2019","A","SK 6202 ","20:00","32A","AGP "
"9/19/2019","D","LX 1273 ","20:00","320","ZRH "
"9/19/2019","D","SK 1677 ","20:00","321","TXL "
"9/19/2019","A","DX 085  ","20:05","AT7","KRP "
"9/19/2019","A","SK 1668 ","20:05","AT7","HAJ "
"9/19/2019","A","SK 628  ","20:05","320","DUS "
"9/19/2019","A","VY 2844 ","20:05","32A","CDG "
"9/19/2019","D","EW 9195 ","20:05","319","DUS "
"9/19/2019","D","OS 306  ","20:05","320","VIE "
"9/19/2019","D","SK 1545 ","20:05","CR9","MAN "
"9/19/2019","D","SK 549  ","20:05","32A","AMS "
"9/19/2019","A","PNX517  ","20:10","J32","FMO "
"9/19/2019","A","SK 1409 ","20:10","32A","ARN "
"9/19/2019","A","SK 1656 ","20:10","CR9","STR "
"9/19/2019","A","WF 278  ","20:10","DH4","KRS "
"9/19/2019","D","D8 5073 ","20:10","73H","AGP "
"9/19/2019","D","FR 2989 ","20:10","73H","BGY "
"9/19/2019","A","SK 652  ","20:15","CR9","HAM "
"9/19/2019","D","AY 960  ","20:15","321","HEL "
"9/19/2019","D","BA 821  ","20:15","32A","LHR "
"9/19/2019","D","EJU5688 ","20:15","32A","TXL "
"9/19/2019","A","FR 301  ","20:20","73H","CRL "
"9/19/2019","A","KL 1135 ","20:20","E90","AMS "
"9/19/2019","A","SN 2263 ","20:20","CR9","BRU "
"9/19/2019","D","D8 3241 ","20:20","73H","OSL "
"9/19/2019","A","FR 2700 ","20:25","73H","SEN "
"9/19/2019","D","AF 1051 ","20:25","318","CDG "
"9/19/2019","A","EZY8269 ","20:30","319","LGW "
"9/19/2019","D","D8 3096 ","20:30","73H","AAL "
"9/19/2019","D","D8 3320 ","20:30","73H","RIX "
"9/19/2019","D","D8 3562 ","20:30","73H","KRK "
"9/19/2019","D","LG 5436 ","20:30","DH4","LUX "
"9/19/2019","D","D8 5575 ","20:35","73H","BCN "
"9/19/2019","D","PNX518  ","20:35","J32","FMO "
"9/19/2019","D","SK 1501 ","20:35","32A","LHR "
"9/19/2019","A","FR 607  ","20:40","73H","MAD "
"9/19/2019","A","LH 2438 ","20:40","CR9","MUC "
"9/19/2019","A","EZY6983 ","20:45","32A","EDI "
"9/19/2019","D","AI 158  ","20:45","788","DEL "
"9/19/2019","D","FR 300  ","20:45","73H","CRL "
"9/19/2019","D","SK 629  ","20:45","CR9","DUS "
"9/19/2019","D","SK 667  ","20:45","CR9","STR "
"9/19/2019","D","VY 2845 ","20:45","32A","CDG "
"9/19/2019","A","D8 3099 ","20:50","73H","AAL "
"9/19/2019","D","FR 2701 ","20:50","73H","SEN "
"9/19/2019","D","SK 1410 ","20:50","32A","ARN "
"9/19/2019","D","SK 1472 ","20:50","321","OSL "
"9/19/2019","D","SK 1669 ","20:50","AT7","HAJ "
"9/19/2019","D","SK 6201 ","20:50","32A","AGP "
"9/19/2019","A","SK 1220 ","20:55","CR9","AAL "
"9/19/2019","D","SK 1221 ","20:55","32A","AAL "
"9/19/2019","D","SK 1876 ","20:55","321","SVG "
"9/19/2019","D","SK 446  ","20:55","320","GOT "
"9/19/2019","D","EZY8270 ","21:00","319","LGW "
"9/19/2019","D","SK 2870 ","21:00","321","BGO "
"9/19/2019","D","SK 965  ","21:00","343","HKG "
"9/19/2019","D","SK 995  ","21:00","343","PEK "
"9/19/2019","A","EJU4557 ","21:05","319","SXF "
"9/19/2019","A","P8 3273 ","21:05","SFF","AES "
"9/19/2019","A","QR 163  ","21:05","788","DOH "
"9/19/2019","A","SK 1264 ","21:05","CR9","AAR "
"9/19/2019","A","SK 463  ","21:05","321","OSL "
"9/19/2019","D","FR 606  ","21:05","73H","MAD "
"9/19/2019","D","SK 1289 ","21:05","AT7","BLL "
"9/19/2019","D","SK 742  ","21:05","CR9","VNO "
"9/19/2019","D","SN 2264 ","21:05","CR9","BRU "
"9/19/2019","A","AY 961  ","21:10","319","HEL "
"9/19/2019","A","EJU2655 ","21:10","32A","MXP "
"9/19/2019","A","SK 411  ","21:10","321","ARN "
"9/19/2019","D","DX 088  ","21:10","AT7","KRP "
"9/19/2019","D","EZY6984 ","21:15","32A","EDI "
"9/19/2019","D","LH 2439 ","21:15","CR9","MUC "
"9/19/2019","D","SK 647  ","21:15","CR9","HAM "
"9/19/2019","D","WF 279  ","21:15","DH4","KRS "
"9/19/2019","D","WF 316  ","21:15","DH4","TRF "
"9/19/2019","A","FI 216  ","21:20","75W","KEF "
"9/19/2019","A","QY 3849 ","21:20","73P","HEL "
"9/19/2019","D","D8 3090 ","21:20","73H","AAL "
"9/19/2019","A","DY 968  ","21:25","73H","BGO "
"9/19/2019","A","EZY1987 ","21:25","32N","MAN "
"9/19/2019","A","FX 7038 ","21:25","ATF","OSL "
"9/19/2019","A","P8 3051 ","21:25","SFF","KRS "
"9/19/2019","A","SK 1516 ","21:25","32A","LHR "
"9/19/2019","A","SK 1717 ","21:25","319","HEL "
"9/19/2019","A","GL 782  ","21:30","332","SFJ "
"9/19/2019","A","SK 1560 ","21:30","321","CDG "
"9/19/2019","A","SK 4877 ","21:30","73W","SVG "
"9/19/2019","D","KL 1136 ","21:30","E90","AMS "
"9/19/2019","A","DX 053  ","21:35","AT7","RNN "
"9/19/2019","A","SK 2881 ","21:35","CR9","TRD "
"9/19/2019","A","SU 2496 ","21:35","73H","SVO "
"9/19/2019","D","EJU4558 ","21:35","319","SXF "
"9/19/2019","A","SK 4891 ","21:40","73W","BGO "
"9/19/2019","A","SK 554  ","21:40","32A","AMS "
"9/19/2019","D","EJU2656 ","21:40","32A","MXP "
"9/19/2019","D","SK 2761 ","21:40","CR9","WAW "
"9/19/2019","A","FR 7386 ","21:45","73H","STN "
"9/19/2019","A","LH 2446 ","21:45","320","MUC "
"9/19/2019","A","SK 542  ","21:45","320","MAN "
"9/19/2019","A","QY 3163 ","21:50","73P","SVG "
"9/19/2019","D","EZY1988 ","21:50","32N","MAN "
"9/19/2019","A","QY 3317 ","21:55","ABY","OSL "
"9/19/2019","A","QY 3907 ","21:55","75C","ORB "
"9/19/2019","A","SK 1636 ","21:55","321","FRA "
"9/19/2019","A","TK 1787 ","21:55","73H","IST "
"9/19/2019","D","DY 969  ","21:55","73H","BGO "
"9/19/2019","A","BA 822  ","22:00","32A","LHR "
"9/19/2019","A","LO 459  ","22:00","E75","WAW "
"9/19/2019","A","SK 1427 ","22:00","73H","ARN "
"9/19/2019","A","SK 2590 ","22:00","319","BRU "
"9/19/2019","D","6I 110  ","22:00","AT7","SGD "
"9/19/2019","A","SK 1475 ","22:05","73H","OSL "
"9/19/2019","A","SK 1522 ","22:05","CR9","ABZ "
"9/19/2019","A","SK 2686 ","22:05","CR9","BLQ "
"9/19/2019","A","SK 688  ","22:05","32A","MXP "
"9/19/2019","D","DX 054  ","22:05","AT7","RNN "
"9/19/2019","A","OS 307  ","22:10","319","VIE "
"9/19/2019","A","SK 2536 ","22:10","319","BHX "
"9/19/2019","A","SK 610  ","22:10","319","ZRH "
"9/19/2019","A","SK 618  ","22:10","CR9","GVA "
"9/19/2019","D","FR 7385 ","22:10","73H","STN "
"9/19/2019","A","UC 1509 ","22:15","76V","MIA "
"9/19/2019","D","SK 1720 ","22:15","321","HEL "
"9/19/2019","A","QY 3265 ","22:20","ABY","GOT "
"9/19/2019","A","KL 1139 ","22:30","73H","AMS "
"9/19/2019","A","LH 832  ","22:30","32A","FRA "
"9/19/2019","A","SK 1678 ","22:30","321","TXL "
"9/19/2019","D","FI 217  ","22:30","75W","KEF "
"9/19/2019","A","SN 2265 ","22:35","319","BRU "
"9/19/2019","D","QR 164  ","22:35","788","DOH "
"9/19/2019","A","LX 1278 ","22:45","320","ZRH "
"9/19/2019","D","FX 5181 ","22:45","75C","CDG "
"9/19/2019","A","D8 3663 ","22:50","321","ALC "
"9/19/2019","D","SK 1273 ","22:50","32A","AAR "
"9/19/2019","D","SK 1790 ","22:50","CR9","TLL "
"9/19/2019","D","SK 2744 ","22:50","CR9","PLQ "
"9/19/2019","D","SK 2884 ","22:50","CR9","TRD "
"9/19/2019","A","AF 1350 ","22:55","319","CDG "
"9/19/2019","A","TP 752  ","22:55","32N","LIS "
"9/19/2019","D","SK 1428 ","22:55","73H","ARN "
"9/19/2019","D","SK 1474 ","22:55","73H","OSL "
"9/19/2019","D","SK 448  ","22:55","CR9","GOT "
"9/19/2019","D","SK 4876 ","22:55","73W","SVG "
"9/19/2019","D","SK 4890 ","22:55","73W","BGO "
"9/19/2019","D","SK 1225 ","23:00","319","AAL "
"9/19/2019","D","SK 753  ","23:00","319","GDN "
"9/19/2019","A","D8 3242 ","23:10","73H","OSL "
"9/19/2019","D","QY 175  ","23:10","73P","LEJ "
"9/19/2019","A","SK 1508 ","23:20","320","LHR "
"9/19/2019","D","QY 177  ","23:20","ABY","LEJ "
"9/19/2019","D","UC 1509 ","23:25","76V","SCL "
"9/19/2019","D","QY 335  ","23:30","75C","EMA "
"9/19/2019","A","D8 2914 ","23:35","73H","LGW "
"9/19/2019","A","D8 3321 ","23:40","73H","RIX "
"9/19/2019","A","D8 3553 ","23:40","73H","BUD "
"9/19/2019","A","D8 3639 ","23:40","73H","ORY "
"9/19/2019","A","SK 1660 ","23:40","32A","MUC "
"9/19/2019","D","QY 319  ","23:40","ABY","BRU "
"9/19/2019","D","QY 387  ","23:50","73P","CGN "
"9/19/2019","A","D8 3647 ","23:55","73H","NCE "
"9/19/2019","A","PC 1771 ","23:55","320","KYA "
"9/20/2019","A","D8 3563 ","0:10","73H","KRK "
"9/20/2019","A","SK 9240 ","0:10","CR9","BLL "
"9/20/2019","D","SU 2497 ","0:10","73H","SVO "
"9/20/2019","A","SK 1546 ","0:35","CR9","MAN "
"9/20/2019","A","D8 3733 ","0:40","73H","FCO "
"9/20/2019","D","PC 1772 ","0:55","320","KYA "
"9/20/2019","A","DK 403  ","1:35","32B","GZP "
"9/20/2019","A","QY 174  ","1:35","75V","LEJ "
"9/20/2019","A","D8 3791 ","1:50","73H","TLV "
"9/20/2019","A","JTG398  ","2:05","73H","AYT "
"9/20/2019","A","D8 3375 ","2:30","73H","ATH "
"9/20/2019","D","QY 179  ","2:35","75V","LEJ "
"9/20/2019","A","DK 1177 ","3:00","32B","HER "
"9/20/2019","A","QY 388  ","3:35","73P","CGN "
"9/20/2019","A","QY 176  ","3:45","73P","LEJ "
"9/20/2019","A","QY 318  ","4:20","ABY","BRU "
"9/20/2019","A","QY 336  ","4:40","75C","EMA "
"9/20/2019","A","QY 178  ","4:45","ABY","LEJ "
"9/20/2019","D","QY 3848 ","5:30","73P","HEL "
"9/20/2019","A","FX 5182 ","5:40","75C","CDG "
"9/20/2019","D","QY 3264 ","5:40","ABY","GOT "
"9/20/2019","D","QY 3906 ","5:50","75C","ORB "
"9/20/2019","D","SK 9239 ","5:55","CR9","BLL "
"9/20/2019","D","D8 3670 ","6:00","73H","AGP "
"9/20/2019","D","KL 1124 ","6:00","73H","AMS "
"9/20/2019","D","QY 3316 ","6:00","ABY","OSL "
"9/20/2019","D","SK 452  ","6:00","321","OSL "
"9/20/2019","D","SK 7719 ","6:00","320","KGS "
"9/20/2019","D","TP 753  ","6:00","32N","LIS "
"9/20/2019","D","IJM612  ","6:05","DF9","LUG "
"9/20/2019","D","LH 2447 ","6:05","320","MUC "
"9/20/2019","D","LX 1279 ","6:05","320","ZRH "
"9/20/2019","D","SK 585  ","6:05","73W","PMI "
"9/20/2019","D","AF 1351 ","6:15","319","CDG "
"9/20/2019","A","SQ 352  ","6:25","77W","SIN "
"9/20/2019","D","SK 7723 ","6:30","320","CHQ "
"9/20/2019","D","D8 3654 ","6:35","73H","BCN "
"9/20/2019","A","DX 031  ","6:40","AT4","RNN "
"9/20/2019","D","SN 2268 ","6:40","319","BRU "
"9/20/2019","A","CA 877  ","6:45","332","PEK "
"9/20/2019","D","LH 833  ","6:45","32A","FRA "
"9/20/2019","D","TK 1788 ","6:45","73H","IST "
"9/20/2019","A","FR 7621 ","6:50","73H","KUN "
"9/20/2019","D","D8 2899 ","6:50","73H","LGW "
"9/20/2019","A","SK 928  ","6:55","333","BOS "
"9/20/2019","D","JTG201  ","6:55","73W","RHO "
"9/20/2019","D","JTG375  ","6:55","73H","LCA "
"9/20/2019","D","QY 3162 ","6:55","73P","SVG "
"9/20/2019","A","SK 743  ","7:00","CR9","VNO "
"9/20/2019","A","SK 966  ","7:00","343","HKG "
"9/20/2019","D","D8 3194 ","7:00","73H","ARN "
"9/20/2019","D","D8 3320 ","7:00","73H","RIX "
"9/20/2019","D","DK 1192 ","7:00","32B","LCA "
"9/20/2019","D","LO 460  ","7:00","E75","WAW "
"9/20/2019","A","QR 161  ","7:05","77W","DOH "
"9/20/2019","A","SK 1228 ","7:05","319","AAL "
"9/20/2019","A","SK 1439 ","7:05","CR9","GOT "
"9/20/2019","A","SK 1791 ","7:05","CR9","TLL "
"9/20/2019","A","SK 2749 ","7:05","CR9","PLQ "
"9/20/2019","A","WF 262  ","7:05","DH4","KRS "
"9/20/2019","D","P8 3272 ","7:05","SFF","AES "
"9/20/2019","D","SK 639  ","7:05","321","FRA "
"9/20/2019","A","D8 3079 ","7:10","73H","AAL "
"9/20/2019","A","SK 1280 ","7:10","AT7","BLL "
"9/20/2019","A","SK 1758 ","7:10","319","GDN "
"9/20/2019","A","SK 1871 ","7:10","321","SVG "
"9/20/2019","D","D8 3221 ","7:10","73H","OSL "
"9/20/2019","D","OS 308  ","7:10","319","VIE "
"9/20/2019","D","P8 3050 ","7:10","SFF","KRS "
"9/20/2019","D","SK 1205 ","7:10","AT7","AAL "
"9/20/2019","A","EJU5679 ","7:15","320","TXL "
"9/20/2019","A","SK 1461 ","7:15","321","OSL "
"9/20/2019","A","SK 910  ","7:15","333","EWR "
"9/20/2019","A","SK 926  ","7:15","343","IAD "
"9/20/2019","A","WF 301  ","7:15","DH4","TRF "
"9/20/2019","D","FR 7383 ","7:15","73H","STN "
"9/20/2019","D","RC 7126 ","7:15","32N","PXO "
"9/20/2019","A","SK 1240 ","7:20","32A","AAR "
"9/20/2019","A","SK 1415 ","7:20","73H","ARN "
"9/20/2019","A","SK 2861 ","7:20","321","BGO "
"9/20/2019","D","AY 962  ","7:20","319","HEL "
"9/20/2019","D","FX 8038 ","7:20","ATF","OSL "
"9/20/2019","D","SK 402  ","7:20","32A","ARN "
"9/20/2019","D","SK 454  ","7:20","321","OSL "
"9/20/2019","A","SK 1672 ","7:25","AT7","HAJ "
